year,month,totalcount,dollarrate,apparent_temperature_mean_celcius,sunshine_duration_seconds,rain_sum_mm,precipitation_hours,num_establishments,num_rooms,airpassengerfaresindex,consumerpriceindex,date,origincountry_encoded,tourism_revenue
2018,February,5138,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,2.598449395,02/01/2018,25,12874800000
2018,February,23817,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,-0.688057518,02/01/2018,26,12874800000
2018,February,17066,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,-0.871576906,02/01/2018,7,12874800000
2018,February,35929,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,-0.90833693,02/01/2018,4,12874800000
2018,February,11043,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,0.84444346,02/01/2018,20,12874800000
2018,February,5984,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,-0.47097545,02/01/2018,27,12874800000
2018,February,5693,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,-0.508071009,02/01/2018,0,12874800000
2018,February,5263,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,-0.814281823,02/01/2018,13,12874800000
2018,February,32914,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,0.04825093,02/01/2018,8,12874800000
2018,February,16871,-1.226858396,-0.135204911,0.568498624,-0.515880233,-0.240812144,-1.598409915,-1.620177589,1.081447058,-0.762389609,02/01/2018,6,12874800000
2018,March,30583,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,0.050588417,03/01/2018,8,12874800000
2018,March,30366,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.683382544,03/01/2018,26,12874800000
2018,March,24423,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.858271929,03/01/2018,7,12874800000
2018,March,21101,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.933483382,03/01/2018,4,12874800000
2018,March,14818,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.738313491,03/01/2018,6,12874800000
2018,March,9701,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.464940264,03/01/2018,27,12874800000
2018,March,9089,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,0.855997659,03/01/2018,20,12874800000
2018,March,8932,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.508071009,03/01/2018,0,12874800000
2018,March,7239,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.839190186,03/01/2018,15,12874800000
2018,March,5113,-1.218157779,-0.069235534,0.370650189,0.188326136,0.113834807,-1.598409915,-1.620177589,0.160099708,-0.03356112,03/01/2018,3,12874800000
2018,April,4972,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.024211171,04/01/2018,3,12874800000
2018,April,4027,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,0.871184313,04/01/2018,20,12874800000
2018,April,5696,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.878005148,04/01/2018,15,12874800000
2018,April,7411,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.734339763,04/01/2018,6,12874800000
2018,April,10803,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.853837014,04/01/2018,7,12874800000
2018,April,8679,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.454306334,04/01/2018,27,12874800000
2018,April,17462,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.937674263,04/01/2018,4,12874800000
2018,April,26063,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.674032595,04/01/2018,26,12874800000
2018,April,29860,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,0.06461334,04/01/2018,8,12874800000
2018,April,14023,-1.191386649,-0.039710793,0.841936299,-1.192355877,-0.897481013,-1.598409915,-1.620177589,0.534631151,-0.49872106,04/01/2018,0,12874800000
2018,May,6906,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.83609689,05/01/2018,7,12874800000
2018,May,42073,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,0.08097575,05/01/2018,8,12874800000
2018,May,17103,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.941865378,05/01/2018,4,12874800000
2018,May,9337,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.664682647,05/01/2018,26,12874800000
2018,May,4873,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.49872106,05/01/2018,0,12874800000
2018,May,4343,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.885853777,05/01/2018,15,12874800000
2018,May,4229,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.818956798,05/01/2018,13,12874800000
2018,May,4123,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.443136418,05/01/2018,27,12874800000
2018,May,3721,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.72405482,05/01/2018,6,12874800000
2018,May,3297,-1.184024589,-0.640354943,-0.695242236,0.601205827,0.191628332,-1.598409915,-1.620177589,0.190062223,-0.021873684,05/01/2018,3,12874800000
2018,June,5362,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.881419917,06/01/2018,15,12874800000
2018,June,5422,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.795757238,06/01/2018,21,12874800000
2018,June,4979,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.438837823,06/01/2018,27,12874800000
2018,June,5792,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.833879316,06/01/2018,7,12874800000
2018,June,9997,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.49872106,06/01/2018,0,12874800000
2018,June,20424,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.941865378,06/01/2018,4,12874800000
2018,June,32971,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,0.09733816,06/01/2018,8,12874800000
2018,June,4676,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.01719871,06/01/2018,3,12874800000
2018,June,12104,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.664682647,06/01/2018,26,12874800000
2018,June,3688,-1.183355311,-0.940215689,-1.268677637,1.875278606,0.678981883,-1.598409915,-1.620177589,1.163843976,-0.723821071,06/01/2018,6,12874800000
2018,July,13342,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.702549938,07/01/2018,16,12874800000
2018,July,27460,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.935578706,07/01/2018,4,12874800000
2018,July,6348,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.869116961,07/01/2018,15,12874800000
2018,July,7164,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.438655588,07/01/2018,27,12874800000
2018,July,8409,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.79905777,07/01/2018,21,12874800000
2018,July,8801,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.487033624,07/01/2018,0,12874800000
2018,July,31032,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,0.127725492,07/01/2018,8,12874800000
2018,July,11301,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.72592481,07/01/2018,6,12874800000
2018,July,25186,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.664682647,07/01/2018,26,12874800000
2018,July,10825,-1.165284798,-1.179181652,-0.375534908,0.649426478,0.388400188,-1.598409915,-1.620177589,0.332384172,-0.825009487,07/01/2018,7,12874800000
2018,August,10809,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.822791913,08/01/2018,7,12874800000
2018,August,5782,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.878749719,08/01/2018,22,12874800000
2018,August,6182,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.699744954,08/01/2018,16,12874800000
2018,August,6517,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.802358302,08/01/2018,21,12874800000
2018,August,6880,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.837874397,08/01/2018,15,12874800000
2018,August,8239,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.487033624,08/01/2018,0,12874800000
2018,August,26558,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.920910039,08/01/2018,4,12874800000
2018,August,23643,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.650657724,08/01/2018,26,12874800000
2018,August,32115,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,0.141750415,08/01/2018,8,12874800000
2018,August,11016,-1.140521504,-1.037093786,0.042212321,0.367651494,0.511954609,-1.598409915,-1.620177589,-0.851135189,-0.714237374,08/01/2018,6,12874800000
2018,September,4695,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.853456845,09/01/2018,15,12874800000
2018,September,4049,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.710263646,09/01/2018,16,12874800000
2018,September,4406,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.434013963,09/01/2018,27,12874800000
2018,September,4480,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.804931875,09/01/2018,13,12874800000
2018,September,4316,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.719379846,09/01/2018,6,12874800000
2018,September,8746,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.487033624,09/01/2018,0,12874800000
2018,September,14226,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.648320237,09/01/2018,26,12874800000
2018,September,19600,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.906241372,09/01/2018,4,12874800000
2018,September,32300,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,0.137075441,09/01/2018,8,12874800000
2018,September,9668,-1.038791212,-0.999726523,-1.673648113,0.442370393,0.964987488,-1.598409915,-1.620177589,0.459724862,-0.818356765,09/01/2018,7,12874800000
2018,October,4784,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.71680861,10/01/2018,6,12874800000
2018,October,5223,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.863768757,10/01/2018,15,12874800000
2018,October,6912,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.473008702,10/01/2018,0,12874800000
2018,October,9920,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.81392185,10/01/2018,7,12874800000
2018,October,3714,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.429232981,10/01/2018,27,12874800000
2018,October,18882,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.902050258,10/01/2018,4,12874800000
2018,October,38169,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,0.146425389,10/01/2018,8,12874800000
2018,October,3096,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,0.938202407,10/01/2018,20,12874800000
2018,October,17673,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.64598275,10/01/2018,26,12874800000
2018,October,3222,-0.954462154,-0.690639291,-0.048108347,-0.611551237,-0.208779516,-1.598409915,-1.620177589,0.557103038,-0.701614943,10/01/2018,16,12874800000
2018,November,39137,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,0.151100364,11/01/2018,8,12874800000
2018,November,21971,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.641307775,11/01/2018,26,12874800000
2018,November,18888,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.910432487,11/01/2018,4,12874800000
2018,November,18754,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.829444401,11/01/2018,7,12874800000
2018,November,10299,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.473008702,11/01/2018,0,12874800000
2018,November,8090,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,0.958594645,11/01/2018,20,12874800000
2018,November,7418,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.862035137,11/01/2018,15,12874800000
2018,November,6825,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.721951082,11/01/2018,6,12874800000
2018,November,5799,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.438312557,11/01/2018,27,12874800000
2018,November,3531,-0.911628347,-0.76445116,0.484339408,-1.336093471,-1.197214888,-1.598409915,-1.620177589,0.646990584,-0.781024056,11/01/2018,24,12874800000
2018,December,8848,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,-0.446941908,12/01/2018,27,12874800000
2018,December,6834,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,4.617337034,12/01/2018,23,12874800000
2018,December,45797,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,0.134737954,12/01/2018,8,12874800000
2018,December,26828,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,-0.636632801,12/01/2018,26,12874800000
2018,December,18283,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,-0.90833693,12/01/2018,4,12874800000
2018,December,16624,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,-0.829444401,12/01/2018,7,12874800000
2018,December,14961,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,-0.473008702,12/01/2018,0,12874800000
2018,December,12054,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,-0.868002903,12/01/2018,15,12874800000
2018,December,11258,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,0.993023493,12/01/2018,20,12874800000
2018,December,9475,-0.856747532,-0.978044288,-0.292622455,-0.25659795,-0.188187112,-1.598409915,-1.620177589,1.695678626,-0.721483584,12/01/2018,6,12874800000
2019,January,6433,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,-0.746494696,01/01/2019,12,9586900000
2019,January,6481,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,3.070621796,01/01/2019,25,9586900000
2019,January,7849,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,-0.441807175,01/01/2019,27,9586900000
2019,January,10368,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,-0.473008702,01/01/2019,0,9586900000
2019,January,11892,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,-0.732236025,01/01/2019,6,9586900000
2019,January,26036,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,-0.652995211,01/01/2019,26,9586900000
2019,January,14027,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,-0.847184526,01/01/2019,7,9586900000
2019,January,26414,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,-0.897859143,01/01/2019,4,9586900000
2019,January,40049,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,0.123050518,01/01/2019,8,9586900000
2019,January,13474,-0.916313295,0.32427403,1.617537504,-0.914740502,-0.913497327,-1.018045409,-0.894873983,1.126390832,1.034768675,01/01/2019,20,9586900000
2019,February,9678,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,-0.430401428,02/01/2019,27,9586900000
2019,February,5363,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,-0.744157209,02/01/2019,12,9586900000
2019,February,8810,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,-0.473008702,02/01/2019,0,9586900000
2019,February,13008,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,1.053136649,02/01/2019,20,9586900000
2019,February,6469,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,0.003838674,02/01/2019,3,9586900000
2019,February,17295,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,-0.731067281,02/01/2019,6,9586900000
2019,February,28039,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,-0.874808482,02/01/2019,4,9586900000
2019,February,29750,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,-0.643645262,02/01/2019,26,9586900000
2019,February,17268,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,-0.838314464,02/01/2019,7,9586900000
2019,February,32286,-0.892888556,0.119907402,0.305230909,-1.751284056,-0.778502682,-1.018045409,-0.894873983,0.841746935,0.130062979,02/01/2019,8,9586900000
2019,March,7802,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,-0.867534582,03/01/2019,15,9586900000
2019,March,11441,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,-0.473008702,03/01/2019,0,9586900000
2019,March,12543,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,-0.41511515,03/01/2019,27,9586900000
2019,March,12705,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,1.066556163,03/01/2019,20,9586900000
2019,March,6011,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,0.024876058,03/01/2019,3,9586900000
2019,March,18134,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,-0.829444401,03/01/2019,7,9586900000
2019,March,23759,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,-0.883190477,03/01/2019,4,9586900000
2019,March,29682,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,-0.638970288,03/01/2019,26,9586900000
2019,March,34812,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,0.141750415,03/01/2019,8,9586900000
2019,March,13957,-0.953792876,0.34411098,0.853996122,-0.482141184,0.340351247,-1.018045409,-0.894873983,0.040249646,-0.711666138,03/01/2019,6,9586900000
2019,April,3741,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,0.038900981,04/01/2019,3,9586900000
2019,April,4531,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.767127695,04/01/2019,24,9586900000
2019,April,4655,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.858341142,04/01/2019,15,9586900000
2019,April,4810,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.40068645,04/01/2019,27,9586900000
2019,April,9148,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.703952431,04/01/2019,6,9586900000
2019,April,9565,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.456646292,04/01/2019,0,9586900000
2019,April,16930,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.807269362,04/01/2019,7,9586900000
2019,April,23431,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,0.160450312,04/01/2019,8,9586900000
2019,April,24718,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.624945365,04/01/2019,26,9586900000
2019,April,14263,-0.945092259,0.152200086,0.582827694,-0.139820783,0.546275282,-1.018045409,-0.894873983,-0.91106022,-0.881094919,04/01/2019,4,9586900000
2019,May,1575,-0.942415146,0.435453176,0.746926485,-0.796884919,0.495938296,-1.018045409,-0.894873983,-0.064619158,0.052925904,05/01/2019,3,9586900000
2019,May,844,-0.942415146,0.435453176,0.746926485,-0.796884919,0.495938296,-1.018045409,-0.894873983,-0.064619158,1.093187154,05/01/2019,20,9586900000
2019,May,1120,-0.942415146,0.435453176,0.746926485,-0.796884919,0.495938296,-1.018045409,-0.894873983,-0.064619158,-0.701381195,05/01/2019,6,9586900000
2019,May,1398,-0.942415146,0.435453176,0.746926485,-0.796884919,0.495938296,-1.018045409,-0.894873983,-0.064619158,-0.394854938,05/01/2019,27,9586900000
2019,May,1589,-0.942415146,0.435453176,0.746926485,-0.796884919,0.495938296,-1.018045409,-0.894873983,-0.064619158,-0.881094919,05/01/2019,4,9586900000
2019,May,11246,-0.942415146,0.435453176,0.746926485,-0.796884919,0.495938296,-1.018045409,-0.894873983,-0.064619158,0.179150209,05/01/2019,8,9586900000
2019,May,1767,-0.942415146,0.435453176,0.746926485,-0.796884919,0.495938296,-1.018045409,-0.894873983,-0.064619158,-0.802834448,05/01/2019,7,9586900000
